chr	strand	coord	read_num	sample	ftr	gene_type	ftr_start	ftr_end	gene	gene_start	gene_end	gene_stop_codon	upstream_id	upstream_start	upstream_end	downstream_id	downstream_start	downstream_end	three_UTR_length	three_extend	toStop	tag
PA16493	chr18	+	31723068	SRR8798075.4398	GV1	3UTR	NA	NA	NA	269003	NA	NA	NA	269003	31634383	31723061	character(0)	31738715	31739039	86457	7	86457	1
PA16494	chr18	+	31781866	SRR8798075.26459	GV1	3UTR	NA	31780756	31782743	225339	31759826	31777524	31777524	NA	NA	NA	NA	NA	NA	4342	NA	4342	1
PA16496	chr18	+	31783772	SRR8798075.1017	GV1	intergenic	NA	31782743	31789159	225339	31761804	31782743	31777524	225339	31761804	31782743	69241	31789159	31796701	6248	1029	NA	1
PA16497	chr18	+	31784081	SRR8798075.21492	GV1	intergenic	NA	31782743	31789159	225339	31761804	31782743	31777524	225339	31761804	31782743	69241	31789159	31796701	6557	1338	NA	1
PA16498	chr18	+	31796701	SRR8798075.101	GV1	3UTR	NA	31796129	31796701	69241	31789159	31796701	31796128	NA	NA	NA	NA	NA	NA	573	NA	573	1
PA16517	chr18	+	31796702	SRR8798075.16879	GV1	3UTR	NA	NA	NA	69241	NA	NA	NA	69241	31789159	31796701	74320	31804090	31828852	574	1	574	1
PA16520	chr18	+	31835430	SRR8798075.18558	GV1	CDS	NA	31835384	31835481	74320	31804090	31828852	31828852	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16524	chr18	+	31889141	SRR8798075.53416	GV1	intron	NA	31889141	31892989	74320	31804090	31828852	31828852	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16530	chr18	+	31907256	SRR8798075.462	GV1	3UTR	NA	31906996	31907397	74320	31804090	31828852	31828852	NA	NA	NA	NA	NA	NA	78404	NA	78404	1
PA16526	chr18	+	31907297	SRR8798075.15459	GV1	3UTR	NA	31906996	31907397	74320	31804090	31828852	31828852	NA	NA	NA	NA	NA	NA	78445	NA	78445	1
PA16527	chr18	+	31907365	SRR8798075.17110	GV1	3UTR	NA	31906996	31907397	74320	31804090	31828852	31828852	NA	NA	NA	NA	NA	NA	78513	NA	78513	1
PA16532	chr18	+	32097517	SRR8798075.16660	GV1	3UTR	NA	32097282	32104328	73473	32067741	32104328	32097281	NA	NA	NA	NA	NA	NA	236	NA	236	1
PA16533	chr18	+	32236748	SRR8798075.20586	GV1	3UTR	NA	32228349	32236751	26405	32163089	32199296	32199296	NA	NA	NA	NA	NA	NA	37452	NA	37452	1
PA16535	chr18	+	32270151	SRR8798075.11966	GV1	3UTR	NA	32269890	32270151	13872	32240300	32270151	32269889	NA	NA	NA	NA	NA	NA	262	NA	262	1
PA16536	chr18	+	32270153	SRR8798075.26077	GV1	3UTR	NA	NA	NA	13872	NA	NA	NA	13872	32240354	32270151	character(0)	32293350	32293657	264	2	264	1
PA16538	chr18	+	32866350	SRR8798075.5988	GV1	3UTR	NA	32866003	32867594	225348	32837225	32867594	32866002	NA	NA	NA	NA	NA	NA	348	NA	348	1
PA16549	chr18	+	33221351	SRR8798075.9787	GV1	intergenic	NA	33191228	33464163	12326	32934972	33191228	33185201	12326	32934972	33191228	433171	33464163	33474710	36150	30123	NA	1
PA16550	chr18	+	33221352	SRR8798075.62516	GV1	intergenic	NA	33191228	33464163	12326	32934972	33191228	33185201	12326	32934972	33191228	433171	33464163	33474710	36151	30124	NA	1
PA16543	chr18	+	33221355	SRR8798075.35367	GV1	intergenic	NA	33191228	33464163	12326	32934972	33191228	33185201	12326	32934972	33191228	433171	33464163	33474710	36154	30127	NA	1
PA16557	chr18	+	34414804	SRR8798075.434	GV1	intron	NA	34414720	34416827	53871	34408489	34417528	34417528	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16575	chr18	+	34422223	SRR8798075.28214	GV1	intron	NA	34417050	34425015	53871	34408489	34417528	34417528	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16623	chr18	+	34422224	SRR8798075.20303	GV1	intron	NA	34417050	34425015	53871	34408489	34417528	34417528	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16597	chr18	+	34422226	SRR8798075.60019	GV1	intron	NA	34417050	34425015	53871	34408489	34417528	34417528	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16622	chr18	+	34422227	SRR8798075.17964	GV1	intron	NA	34417050	34425015	53871	34408489	34417528	34417528	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16559	chr18	+	34422228	SRR8798075.5145	GV1	intron	NA	34417050	34425015	53871	34408489	34417528	34417528	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16589	chr18	+	34422455	SRR8798075.52998	GV1	intron	NA	34417050	34425015	53871	34408489	34417528	34417528	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16630	chr18	+	34422999	SRR8798075.35467	GV1	intron	NA	34417050	34425015	53871	34408489	34417528	34417528	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16619	chr18	+	34423001	SRR8798075.25334	GV1	intron	NA	34417050	34425015	53871	34408489	34417528	34417528	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16628	chr18	+	34423006	SRR8798075.33849	GV1	intron	NA	34417050	34425015	53871	34408489	34417528	34417528	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16641	chr18	+	34632798	SRR8798075.36112	GV1	3UTR	NA	34632616	34632835	19348	34624613	34632835	34632615	NA	NA	NA	NA	NA	NA	183	NA	183	1
PA16633	chr18	+	34632802	SRR8798075.52685	GV1	3UTR	NA	34632616	34632835	19348	34624613	34632835	34632615	NA	NA	NA	NA	NA	NA	187	NA	187	1
PA16631	chr18	+	34632805	SRR8798075.4290	GV1	3UTR	NA	34632616	34632835	19348	34624613	34632835	34632615	NA	NA	NA	NA	NA	NA	190	NA	190	1
PA16642	chr18	+	34752135	SRR8798075.40721	GV1	exon	NA	34751809	34752135	character(0)	3073253	3074322	3074322	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16646	chr18	+	34773756	SRR8798075.14016	GV1	3UTR	NA	34770859	34773760	66306	34758906	34773760	34770858	NA	NA	NA	NA	NA	NA	2898	NA	2898	1
PA16644	chr18	+	34773760	SRR8798075.28905	GV1	3UTR	NA	34770859	34773760	66306	34758906	34773760	34770858	NA	NA	NA	NA	NA	NA	2902	NA	2902	1
PA16670	chr18	+	34847155	SRR8798075.8730	GV1	3UTR	NA	34846470	34847463	225362	34840589	34847463	34846469	NA	NA	NA	NA	NA	NA	686	NA	686	1
PA16671	chr18	+	34847455	SRR8798075.9132	GV1	3UTR	NA	34846470	34847463	225362	34840589	34847463	34846469	NA	NA	NA	NA	NA	NA	986	NA	986	1
PA16660	chr18	+	34847459	SRR8798075.30997	GV1	3UTR	NA	34846470	34847463	225362	34840589	34847463	34846469	NA	NA	NA	NA	NA	NA	990	NA	990	1
PA16661	chr18	+	34847460	SRR8798075.49409	GV1	3UTR	NA	34846470	34847463	225362	34840589	34847463	34846469	NA	NA	NA	NA	NA	NA	991	NA	991	1
PA16672	chr18	+	34847470	SRR8798075.57683	GV1	3UTR	NA	NA	NA	225362	NA	NA	NA	225362	34840589	34847463	13653	34859823	34864984	1001	7	1001	1
PA16687	chr18	+	35591589	SRR8798075.38641	GV1	3UTR	NA	35590431	35593835	17184	35553404	35572285	35572285	NA	NA	NA	NA	NA	NA	19304	NA	19304	1
PA16696	chr18	+	35592041	SRR8798075.25107	GV1	3UTR	NA	35590431	35593835	17184	35553404	35572285	35572285	NA	NA	NA	NA	NA	NA	19756	NA	19756	1
PA16691	chr18	+	35592049	SRR8798075.40091	GV1	3UTR	NA	35590431	35593835	17184	35553404	35572285	35572285	NA	NA	NA	NA	NA	NA	19764	NA	19764	1
PA16715	chr18	+	35617182	SRR8798075.12372	GV1	3UTR	NA	35616256	35617186	67869	35598617	35617186	35616255	NA	NA	NA	NA	NA	NA	927	NA	927	1
PA16702	chr18	+	35617183	SRR8798075.27270	GV1	3UTR	NA	35616256	35617186	67869	35598617	35617186	35616255	NA	NA	NA	NA	NA	NA	928	NA	928	1
PA16700	chr18	+	35617184	SRR8798075.14966	GV1	3UTR	NA	35616256	35617186	67869	35598617	35617186	35616255	NA	NA	NA	NA	NA	NA	929	NA	929	1
PA16697	chr18	+	35617186	SRR8798075.5559	GV1	3UTR	NA	35616256	35617186	67869	35598617	35617186	35616255	NA	NA	NA	NA	NA	NA	931	NA	931	1
PA16730	chr18	+	35806695	SRR8798075.39835	GV1	3UTR	NA	35805564	35807168	56550	35771558	35807168	35805563	NA	NA	NA	NA	NA	NA	1132	NA	1132	1
PA16720	chr18	+	35807160	SRR8798075.12272	GV1	3UTR	NA	35805564	35807168	56550	35771558	35807168	35805563	NA	NA	NA	NA	NA	NA	1597	NA	1597	1
PA16722	chr18	+	35807164	SRR8798075.21112	GV1	3UTR	NA	35805564	35807168	56550	35771558	35807168	35805563	NA	NA	NA	NA	NA	NA	1601	NA	1601	1
PA16721	chr18	+	35807168	SRR8798075.17228	GV1	3UTR	NA	35805564	35807168	56550	35771558	35807168	35805563	NA	NA	NA	NA	NA	NA	1605	NA	1605	1
PA16735	chr18	+	35809671	SRR8798075.37924	GV1	intron	NA	35801368	35858392	56550	35771558	35807168	35805563	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16736	chr18	+	36014577	SRR8798075.3139	GV1	3UTR	NA	36012849	36014712	74002	35964830	36014712	36012848	NA	NA	NA	NA	NA	NA	1729	NA	1729	1
PA16746	chr18	+	36683858	SRR8798075.7257	GV1	3UTR	NA	36683094	36683861	67843	36679215	36683861	36683093	NA	NA	NA	NA	NA	NA	765	NA	765	1
PA16745	chr18	+	36683859	SRR8798075.60582	GV1	3UTR	NA	36683094	36683861	67843	36679215	36683861	36683093	NA	NA	NA	NA	NA	NA	766	NA	766	1
PA16748	chr18	+	36683860	SRR8798075.62141	GV1	3UTR	NA	36683094	36683861	67843	36679215	36683861	36683093	NA	NA	NA	NA	NA	NA	767	NA	767	1
PA16758	chr18	+	36763810	SRR8798075.55315	GV1	3UTR	NA	36763426	36763810	67936	36760220	36763810	36763425	NA	NA	NA	NA	NA	NA	385	NA	385	1
PA16759	chr18	+	36798280	SRR8798075.7790	GV1	3UTR	NA	36798023	36799666	66492	36793876	36799666	36798022	NA	NA	NA	NA	NA	NA	258	NA	258	1
PA16761	chr18	+	36798282	SRR8798075.39958	GV1	3UTR	NA	36798023	36799666	66492	36793876	36799666	36798022	NA	NA	NA	NA	NA	NA	260	NA	260	1
PA16760	chr18	+	36798673	SRR8798075.33409	GV1	3UTR	NA	36798023	36799666	66492	36793876	36799666	36798022	NA	NA	NA	NA	NA	NA	651	NA	651	1
PA16762	chr18	+	36983063	SRR8798075.61001	GV1	intron	NA	36932673	37156154	116731	36930184	37187661	37185546	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16763	chr18	+	38139883	SRR8798075.2637	GV1	intergenic	NA	38061296	38209772	character(0)	38023529	38061296	3074322	character(0)	38023529	38061296	character(0)	38209772	38229145	35065561	78587	NA	1
PA16765	chr18	+	38317190	SRR8798075.39407	GV1	3UTR	NA	38316613	38317847	56736	38284537	38299923	38299923	NA	NA	NA	NA	NA	NA	17267	NA	17267	1
PA16777	chr18	+	38465179	SRR8798075.61743	GV1	3UTR	NA	38464277	38465303	65113	38410396	38465303	38460648	NA	NA	NA	NA	NA	NA	4531	NA	4531	1
PA16772	chr18	+	38465182	SRR8798075.33364	GV1	3UTR	NA	38464277	38465303	65113	38410396	38465303	38460648	NA	NA	NA	NA	NA	NA	4534	NA	4534	1
PA16769	chr18	+	38465185	SRR8798075.63201	GV1	3UTR	NA	38464277	38465303	65113	38410396	38465303	38460648	NA	NA	NA	NA	NA	NA	4537	NA	4537	1
PA16774	chr18	+	38465187	SRR8798075.62110	GV1	3UTR	NA	38464277	38465303	65113	38410396	38465303	38460648	NA	NA	NA	NA	NA	NA	4539	NA	4539	1
PA16770	chr18	+	38465190	SRR8798075.14014	GV1	3UTR	NA	38464277	38465303	65113	38410396	38465303	38460648	NA	NA	NA	NA	NA	NA	4542	NA	4542	1
PA16773	chr18	+	38465192	SRR8798075.37680	GV1	3UTR	NA	38464277	38465303	65113	38410396	38465303	38460648	NA	NA	NA	NA	NA	NA	4544	NA	4544	1
PA16776	chr18	+	38465197	SRR8798075.18916	GV1	3UTR	NA	38464277	38465303	65113	38410396	38465303	38460648	NA	NA	NA	NA	NA	NA	4549	NA	4549	1
PA16343	chr18	+	3881929	SRR8798075.11851	GV1	intergenic	NA	3860430	4010256	character(0)	3860108	3860430	3074322	character(0)	3860108	3860430	character(0)	4010256	4011157	807607	21499	NA	1
PA16344	chr18	+	3881946	SRR8798075.35483	GV1	intergenic	NA	3860430	4010256	character(0)	3860108	3860430	3074322	character(0)	3860108	3860430	character(0)	4010256	4011157	807624	21516	NA	1
PA16779	chr18	+	39376285	SRR8798075.41365	GV1	3UTR	NA	NA	NA	71302	NA	NA	NA	71302	38993145	39376284	character(0)	39636406	39648356	265751	1	265751	1
PA16780	chr18	+	39422884	SRR8798075.61315	GV1	intergenic	NA	39376284	39636406	71302	38993145	39376284	39110534	71302	38993145	39376284	character(0)	39636406	39648356	312350	46600	NA	1
PA16781	chr18	+	39463910	SRR8798075.37769	GV1	intergenic	NA	39376284	39636406	71302	38993145	39376284	39110534	71302	38993145	39376284	character(0)	39636406	39648356	353376	87626	NA	1
PA16784	chr18	+	42459104	SRR8798075.23275	GV1	intergenic	NA	42441507	42487088	character(0)	42441019	42441507	3074322	character(0)	42441019	42441507	character(0)	42487088	42488357	39384782	17597	NA	1
PA16785	chr18	+	42575554	SRR8798075.9914	GV1	3UTR	NA	42574720	42575793	56070	42511487	42575793	42574719	NA	NA	NA	NA	NA	NA	835	NA	835	1
PA16788	chr18	+	42619008	SRR8798075.16199	GV1	intron	NA	42589661	42620733	character(0)	3073253	3074322	3074322	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16789	chr18	+	42645843	SRR8798075.58412	GV1	intergenic	NA	42620902	42935470	character(0)	42587341	42620902	3074322	character(0)	42587341	42620902	character(0)	42935470	42938887	39571521	24941	NA	1
PA16792	chr18	+	43315543	SRR8798075.34749	GV1	3UTR	NA	43315155	43318682	269019	43207583	43318682	43315154	NA	NA	NA	NA	NA	NA	389	NA	389	1
PA16791	chr18	+	43315549	SRR8798075.5934	GV1	3UTR	NA	43315155	43318682	269019	43207583	43318682	43315154	NA	NA	NA	NA	NA	NA	395	NA	395	1
PA16794	chr18	+	43316182	SRR8798075.8789	GV1	3UTR	NA	43315155	43318682	269019	43207583	43318682	43315154	NA	NA	NA	NA	NA	NA	1028	NA	1028	1
PA16795	chr18	+	43316183	SRR8798075.7033	GV1	3UTR	NA	43315155	43318682	269019	43207583	43318682	43315154	NA	NA	NA	NA	NA	NA	1029	NA	1029	1
PA16797	chr18	+	43316195	SRR8798075.56713	GV1	3UTR	NA	43315155	43318682	269019	43207583	43318682	43315154	NA	NA	NA	NA	NA	NA	1041	NA	1041	1
PA16796	chr18	+	43316385	SRR8798075.41037	GV1	3UTR	NA	43315155	43318682	269019	43207583	43318682	43315154	NA	NA	NA	NA	NA	NA	1231	NA	1231	1
PA16345	chr18	+	4396785	SRR8798075.8552	GV1	3UTR	NA	4396105	4396785	67440	4375592	4396785	4383277	NA	NA	NA	NA	NA	NA	13508	NA	13508	1
PA16346	chr18	+	4397330	SRR8798075.10040	GV1	3UTR	NA	4396468	4397330	67440	4375592	4396785	4383277	NA	NA	NA	NA	NA	NA	14053	NA	14053	1
PA16799	chr18	+	44396088	SRR8798075.19455	GV1	intron	NA	44396025	44399623	70640	44380502	44396085	44396068	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16800	chr18	+	44417953	SRR8798075.35992	GV1	3UTR	NA	44417730	44424969	70640	44380502	44396085	44396068	NA	NA	NA	NA	NA	NA	21885	NA	21885	1
PA16352	chr18	+	4485488	SRR8798075.12383	GV1	exon	NA	4484469	4485501	character(0)	3073253	3074322	3074322	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16805	chr18	+	44880713	SRR8798075.821	GV1	intron	NA	44877796	44885122	240255	44827746	44889717	44887688	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16807	chr18	+	46609178	SRR8798075.4232	GV1	3UTR	NA	46608135	46609249	13664	46597701	46609249	46608134	NA	NA	NA	NA	NA	NA	1044	NA	1044	1
PA16808	chr18	+	46790624	SRR8798075.34499	GV1	3UTR	NA	46790026	46790826	11777	46741876	46790826	46790025	NA	NA	NA	NA	NA	NA	599	NA	599	1
PA16809	chr18	+	46933347	SRR8798075.52530	GV1	3UTR	NA	46932629	46934232	381142	46921815	46934232	46932628	NA	NA	NA	NA	NA	NA	719	NA	719	1
PA16810	chr18	+	47112606	SRR8798075.27987	GV1	3UTR	NA	47112488	47112653	character(0)	3073253	3074322	3074322	NA	NA	NA	NA	NA	NA	44038284	NA	44038284	1
PA16813	chr18	+	47597319	SRR8798075.22967	GV1	intron	NA	47538812	47702935	328953	47537735	47718636	47718636	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16819	chr18	+	49610407	SRR8798075.17087	GV1	intergenic	NA	49524440	49755794	67321	49523289	49524440	49524440	67321	49523289	49524440	character(0)	49755794	49757189	85967	85967	NA	1
PA16822	chr18	+	50091776	SRR8798075.59623	GV1	3UTR	NA	50091353	50093229	106869	49979427	50091001	50090765	NA	NA	NA	NA	NA	NA	1011	NA	1011	1
PA16820	chr18	+	50091787	SRR8798075.58736	GV1	3UTR	NA	50091353	50093229	106869	49979427	50091001	50090765	NA	NA	NA	NA	NA	NA	1022	NA	1022	1
PA16823	chr18	+	50125211	SRR8798075.39687	GV1	intergenic	NA	50107173	50128201	106869	49979535	50107173	50090765	106869	49979535	50107173	15488	50128201	50196269	34446	18038	NA	1
PA16826	chr18	+	50196187	SRR8798075.36339	GV1	3UTR	NA	50195945	50196269	15488	50128201	50196269	50195944	NA	NA	NA	NA	NA	NA	243	NA	243	1
PA16828	chr18	+	53126930	SRR8798075.44027	GV1	intergenic	NA	52953101	53176316	character(0)	52952549	52953101	3074322	character(0)	52952549	52953101	67804	53176316	53220865	50052608	173829	NA	1
PA16833	chr18	+	53953756	SRR8798075.42776	GV1	3UTR	NA	53953300	53955548	70425	53862122	53955548	53953299	NA	NA	NA	NA	NA	NA	457	NA	457	1
PA16832	chr18	+	53955571	SRR8798075.54449	GV1	3UTR	NA	NA	NA	70425	NA	NA	NA	70425	53862122	53955548	character(0)	53984321	53985328	2272	23	2272	1
PA16831	chr18	+	53955575	SRR8798075.4729	GV1	3UTR	NA	NA	NA	70425	NA	NA	NA	70425	53862122	53955548	character(0)	53984321	53985328	2276	27	2276	1
PA16835	chr18	+	53955599	SRR8798075.33681	GV1	3UTR	NA	NA	NA	70425	NA	NA	NA	70425	53862122	53955548	character(0)	53984321	53985328	2300	51	2300	1
PA16836	chr18	+	55224292	SRR8798075.63537	GV1	intergenic	NA	55179919	55339512	character(0)	55179840	55179919	3074322	character(0)	55179840	55179919	character(0)	55339512	55339943	52149970	44373	NA	1
PA16838	chr18	+	56587201	SRR8798075.22253	GV1	3UTR	NA	56587147	56587712	56698	56562443	56587189	56587146	NA	NA	NA	NA	NA	NA	55	NA	55	1
PA16840	chr18	+	56752831	SRR8798075.16952	GV1	3UTR	NA	56752649	56753424	16906	56707813	56753424	56752648	NA	NA	NA	NA	NA	NA	183	NA	183	1
PA16841	chr18	+	56753417	SRR8798075.60216	GV1	3UTR	NA	56752649	56753424	16906	56707813	56753424	56752648	NA	NA	NA	NA	NA	NA	769	NA	769	1
PA16843	chr18	+	58678973	SRR8798075.1962	GV1	3UTR	NA	58677912	58680368	66307	58659466	58680368	58677911	NA	NA	NA	NA	NA	NA	1062	NA	1062	1
PA16846	chr18	+	60044309	SRR8798075.4371	GV1	intergenic	NA	59898094	60174317	character(0)	59897554	59898094	3074322	character(0)	59897554	59898094	character(0)	60174317	60174426	56969987	146215	NA	1
PA16847	chr18	+	60557036	SRR8798075.41925	GV1	3UTR	NA	60556442	60557939	67665	60526185	60557939	60556441	NA	NA	NA	NA	NA	NA	595	NA	595	1
PA16848	chr18	+	60557250	SRR8798075.52696	GV1	3UTR	NA	60556442	60557939	67665	60526185	60557939	60556441	NA	NA	NA	NA	NA	NA	809	NA	809	1
PA16849	chr18	+	60558759	SRR8798075.38411	GV1	3UTR	NA	60556442	60558766	67665	60526185	60557939	60556441	NA	NA	NA	NA	NA	NA	2318	NA	2318	1
PA16859	chr18	+	60572686	SRR8798075.55309	GV1	3UTR	NA	60571954	60572810	66810	60560736	60572810	60571953	NA	NA	NA	NA	NA	NA	733	NA	733	1
PA16860	chr18	+	60572721	SRR8798075.60635	GV1	3UTR	NA	60571954	60572810	66810	60560736	60572810	60571953	NA	NA	NA	NA	NA	NA	768	NA	768	1
PA16851	chr18	+	60572725	SRR8798075.7024	GV1	3UTR	NA	60571954	60572810	66810	60560736	60572810	60571953	NA	NA	NA	NA	NA	NA	772	NA	772	1
PA16854	chr18	+	60572729	SRR8798075.17299	GV1	3UTR	NA	60571954	60572810	66810	60560736	60572810	60571953	NA	NA	NA	NA	NA	NA	776	NA	776	1
PA16853	chr18	+	60572812	SRR8798075.14699	GV1	3UTR	NA	NA	NA	66810	NA	NA	NA	66810	60560736	60572810	20044	60747098	60777021	859	2	859	1
PA16865	chr18	+	61216284	SRR8798075.12725	GV1	intergenic	NA	61132149	61220315	12978	61105852	61132149	61105798	12978	61105852	61132149	225600	61220315	61289924	110486	84135	NA	1
PA16872	chr18	+	61589152	SRR8798075.53840	GV1	3UTR	NA	61587434	61590061	93687	61555274	61590061	61587433	NA	NA	NA	NA	NA	NA	1719	NA	1719	1
PA16874	chr18	+	61590099	SRR8798075.11979	GV1	3UTR	NA	NA	NA	93687	NA	NA	NA	93687	61555274	61590061	545261	61639542	61647292	2666	38	2666	1
PA16878	chr18	+	62997361	SRR8798075.2390	GV1	3UTR	NA	62996961	62999450	108123	62977831	62999450	62996960	NA	NA	NA	NA	NA	NA	401	NA	401	1
PA16880	chr18	+	63989760	SRR8798075.35239	GV1	3UTR	NA	63987360	63989776	104082	63708685	63989776	63987359	NA	NA	NA	NA	NA	NA	2401	NA	2401	1
PA16881	chr18	+	64663472	SRR8798075.5630	GV1	intergenic	NA	64400987	64700087	225631	64340020	64400987	64386631	225631	64340020	64400987	character(0)	64700087	64700347	276841	262485	NA	1
PA16882	chr18	+	65193302	SRR8798075.52550	GV1	CDS	NA	65193076	65193305	83814	64887705	65213404	65212886	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16885	chr18	+	65213308	SRR8798075.33529	GV1	3UTR	NA	65212887	65213404	83814	64887705	65213404	65212886	NA	NA	NA	NA	NA	NA	422	NA	422	1
PA16891	chr18	+	65817660	SRR8798075.1826	GV1	3UTR	NA	65817514	65817684	66286	65800515	65817684	65817513	NA	NA	NA	NA	NA	NA	147	NA	147	1
PA16893	chr18	+	65817664	SRR8798075.42002	GV1	3UTR	NA	65817514	65817684	66286	65800515	65817684	65817513	NA	NA	NA	NA	NA	NA	151	NA	151	1
PA16895	chr18	+	67207001	SRR8798075.15337	GV1	3UTR	NA	67206101	67207889	67064	67205366	67207889	67206100	NA	NA	NA	NA	NA	NA	901	NA	901	1
PA16914	chr18	+	67402747	SRR8798075.52630	GV1	3UTR	NA	67402377	67402749	67951	67390717	67402749	67402376	NA	NA	NA	NA	NA	NA	371	NA	371	1
PA16896	chr18	+	67402749	SRR8798075.1898	GV1	3UTR	NA	67402377	67402749	67951	67390717	67402749	67402376	NA	NA	NA	NA	NA	NA	373	NA	373	1
PA16930	chr18	+	67793602	SRR8798075.28981	GV1	3UTR	NA	67793163	67795487	72124	67774876	67795487	67793162	NA	NA	NA	NA	NA	NA	440	NA	440	1
PA16929	chr18	+	67793603	SRR8798075.9864	GV1	3UTR	NA	67793163	67795487	72124	67774876	67795487	67793162	NA	NA	NA	NA	NA	NA	441	NA	441	1
PA16932	chr18	+	67885170	SRR8798075.15943	GV1	3UTR	NA	67884878	67885170	70799	67800107	67885170	67884877	NA	NA	NA	NA	NA	NA	293	NA	293	1
PA16363	chr18	+	6789741	SRR8798075.24888	GV1	3UTR	NA	6788656	6794429	19330	6733905	6784669	6784669	NA	NA	NA	NA	NA	NA	5072	NA	5072	1
PA16362	chr18	+	6789754	SRR8798075.1016	GV1	3UTR	NA	6788656	6794429	19330	6733905	6784669	6784669	NA	NA	NA	NA	NA	NA	5085	NA	5085	1
PA16365	chr18	+	6789947	SRR8798075.38942	GV1	3UTR	NA	6788656	6794429	19330	6733905	6784669	6784669	NA	NA	NA	NA	NA	NA	5278	NA	5278	1
PA16364	chr18	+	6790183	SRR8798075.17529	GV1	3UTR	NA	6788656	6794429	19330	6733905	6784669	6784669	NA	NA	NA	NA	NA	NA	5514	NA	5514	1
PA16933	chr18	+	67971977	SRR8798075.9768	GV1	intron	NA	67933389	68064216	52662	67933257	68255551	68254539	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16934	chr18	+	68021844	SRR8798075.57848	GV1	intron	NA	67933389	68064216	52662	67933257	68255551	68254539	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16936	chr18	+	68101361	SRR8798075.49705	GV1	intron	NA	68064687	68106550	52662	67933257	68255551	68254539	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16939	chr18	+	68359279	SRR8798075.320	GV1	intergenic	NA	68342446	68432793	17203	68337596	68342446	68339690	17203	68337596	68342446	character(0)	68432793	68433177	19589	16833	NA	1
PA16940	chr18	+	69969488	SRR8798075.62253	GV1	3UTR	NA	NA	NA	381175	NA	NA	NA	381175	69925576	69969484	character(0)	69969677	69972366	25444	4	25444	1
PA16947	chr18	+	72126983	SRR8798075.4011	GV1	intergenic	NA	70783895	73573044	character(0)	70781887	70783895	3074322	character(0)	70781887	70783895	240396	73573044	73592575	69052661	1343088	NA	1
PA16942	chr18	+	72126986	SRR8798075.45642	GV1	intergenic	NA	70783895	73573044	character(0)	70781887	70783895	3074322	character(0)	70781887	70783895	240396	73573044	73592575	69052664	1343091	NA	1
PA16954	chr18	+	73592569	SRR8798075.19781	GV1	3UTR	NA	73590797	73592575	240396	73573044	73592575	73590796	NA	NA	NA	NA	NA	NA	1773	NA	1773	1
PA16953	chr18	+	73592575	SRR8798075.21945	GV1	3UTR	NA	73590797	73592575	240396	73573044	73592575	73590796	NA	NA	NA	NA	NA	NA	1779	NA	1779	1
PA16955	chr18	+	73878734	SRR8798075.42574	GV1	3UTR	NA	73877899	73879134	71263	73859385	73878730	73877898	NA	NA	NA	NA	NA	NA	836	NA	836	1
PA16960	chr18	+	74658330	SRR8798075.34683	GV1	intron	NA	74654071	74661606	17919	74440936	74617023	74617023	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16963	chr18	+	74770805	SRR8798075.11781	GV1	3UTR	NA	74770450	74771493	17919	74440936	74617023	74617023	NA	NA	NA	NA	NA	NA	153782	NA	153782	1
PA16971	chr18	+	74806208	SRR8798075.51467	GV1	3UTR	NA	74805940	74806208	52538	74779197	74806208	74805939	NA	NA	NA	NA	NA	NA	269	NA	269	1
PA16972	chr18	+	75000545	SRR8798075.6394	GV1	intron	NA	75000544	75001190	319195	74998558	75003380	75003241	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
PA16974	chr18	+	75009933	SRR8798075.51561	GV1	3UTR	NA	75009344	75009933	407819	75005868	75009933	75009343	NA	NA	NA	NA	NA	NA	590	NA	590	1
