read_num chr strand coord
SRR8798075.43725 chr4 - 43002343
SRR8798075.23013 chr4 - 43017638
SRR8798075.26648 chr4 - 43028019
SRR8798075.46459 chr4 - 43032414
SRR8798075.49331 chr4 - 43277856
SRR8798075.16820 chr4 - 43496142
SRR8798075.26188 chr4 - 43496142
SRR8798075.26291 chr4 - 43496142
SRR8798075.28436 chr4 - 43496142
SRR8798075.47744 chr4 - 43496142
SRR8798075.22934 chr4 - 43496149
SRR8798075.36509 chr4 - 43496149
SRR8798075.49251 chr4 - 43496149
SRR8798075.7437 chr4 - 43496202
SRR8798075.6263 chr4 - 43559350
SRR8798075.42047 chr4 - 43559350
SRR8798075.62961 chr4 - 43559350
SRR8798075.29040 chr4 - 44036826
SRR8798075.54694 chr4 - 44036826
SRR8798075.7111 chr4 - 44063339
SRR8798075.14033 chr4 - 44063339
SRR8798075.18361 chr4 - 44063339
SRR8798075.36161 chr4 - 44063339
SRR8798075.36982 chr4 - 44063339
SRR8798075.41033 chr4 - 44063339
SRR8798075.50519 chr4 - 44063339
SRR8798075.53243 chr4 - 44063339
SRR8798075.59942 chr4 - 44063339
SRR8798075.61716 chr4 - 44063339
SRR8798075.3348 chr4 - 44063347
SRR8798075.23260 chr4 - 44063349
SRR8798075.49293 chr4 - 44063349
SRR8798075.7405 chr4 - 44126210
SRR8798075.13855 chr4 - 44126210
SRR8798075.20657 chr4 - 44126210
SRR8798075.38220 chr4 - 44126210
SRR8798075.48411 chr4 - 44126210
SRR8798075.56207 chr4 - 44126210
SRR8798075.5843 chr4 - 44126215
SRR8798075.10849 chr4 - 44126215
SRR8798075.12196 chr4 - 44126215
SRR8798075.14655 chr4 - 44126215
SRR8798075.15153 chr4 - 44126215
SRR8798075.22124 chr4 - 44126215
SRR8798075.24493 chr4 - 44126215
SRR8798075.25739 chr4 - 44126215
SRR8798075.29583 chr4 - 44126215
SRR8798075.29921 chr4 - 44126215
SRR8798075.30419 chr4 - 44126215
SRR8798075.31455 chr4 - 44126215
SRR8798075.32907 chr4 - 44126215
SRR8798075.38172 chr4 - 44126215
SRR8798075.41537 chr4 - 44126215
SRR8798075.43171 chr4 - 44126215
SRR8798075.44885 chr4 - 44126215
SRR8798075.62887 chr4 - 44126215
SRR8798075.38906 chr4 - 44128134
SRR8798075.985 chr4 - 44139443
SRR8798075.21333 chr4 - 44752130
SRR8798075.29804 chr4 - 44752130
SRR8798075.34600 chr4 - 44955993
SRR8798075.6015 chr4 - 44956012
SRR8798075.31300 chr4 - 45034248
SRR8798075.39907 chr4 - 45034248
SRR8798075.11677 chr4 - 45316613
SRR8798075.1514 chr4 - 45316685
SRR8798075.32350 chr4 - 45316685
SRR8798075.62391 chr4 - 45398441
SRR8798075.5681 chr4 - 45423278
SRR8798075.15326 chr4 - 45423278
SRR8798075.27091 chr4 - 45423278
SRR8798075.13668 chr4 - 45423281
SRR8798075.57543 chr4 - 45435107
SRR8798075.20313 chr4 - 45435109
SRR8798075.55881 chr4 - 46240837
SRR8798075.4449 chr4 - 46379872
SRR8798075.36080 chr4 - 46379928
SRR8798075.21382 chr4 - 46537557
SRR8798075.54666 chr4 - 48193333
SRR8798075.11723 chr4 - 48194364
SRR8798075.58808 chr4 - 48194461
SRR8798075.3456 chr4 - 48194479
SRR8798075.27028 chr4 - 48194479
SRR8798075.1490 chr4 - 48430858
SRR8798075.7251 chr4 - 48430858
SRR8798075.19255 chr4 - 48430858
SRR8798075.42765 chr4 - 48430858
SRR8798075.46819 chr4 - 48433108
SRR8798075.47370 chr4 - 48433108
SRR8798075.62590 chr4 - 48433108
SRR8798075.20158 chr4 - 48459864
SRR8798075.5958 chr4 - 49561441
SRR8798075.9321 chr4 - 49561441
SRR8798075.15396 chr4 - 49561441
SRR8798075.42076 chr4 - 49561441
SRR8798075.42992 chr4 - 49561441
SRR8798075.46833 chr4 - 49561441
SRR8798075.50370 chr4 - 49561441
SRR8798075.58716 chr4 - 49561441
SRR8798075.1554 chr4 - 49561444
SRR8798075.11411 chr4 - 49561444
SRR8798075.51174 chr4 - 49561444
SRR8798075.62072 chr4 - 49561444
SRR8798075.17961 chr4 - 49561448
SRR8798075.43017 chr4 - 49561448
SRR8798075.21322 chr4 - 49561449
SRR8798075.27689 chr4 - 49561449
SRR8798075.18522 chr4 - 49561451
SRR8798075.13525 chr4 - 49561471
SRR8798075.33833 chr4 - 49561906
SRR8798075.52203 chr4 - 49561907
SRR8798075.38107 chr4 - 49562917
SRR8798075.40769 chr4 - 52360700
SRR8798075.51222 chr4 - 52360700
SRR8798075.54320 chr4 - 52360700
SRR8798075.18169 chr4 - 52360729
SRR8798075.19032 chr4 - 53591491
SRR8798075.29861 chr4 - 53616712
SRR8798075.49566 chr4 - 56751010
SRR8798075.36785 chr4 - 56751015
SRR8798075.29398 chr4 - 56810935
SRR8798075.60218 chr4 - 56810935
SRR8798075.40335 chr4 - 56874756
SRR8798075.62663 chr4 - 57061738
SRR8798075.31446 chr4 - 58472324
SRR8798075.14127 chr4 - 58482241
SRR8798075.16191 chr4 - 58482260
SRR8798075.2618 chr4 - 58486233
SRR8798075.15843 chr4 - 58797253
SRR8798075.26468 chr4 - 58798911
SRR8798075.32307 chr4 - 58798911
SRR8798075.7842 chr4 - 58800022
SRR8798075.3855 chr4 - 58800030
SRR8798075.32374 chr4 - 58800030
SRR8798075.38580 chr4 - 58800030
SRR8798075.39391 chr4 - 58800030
SRR8798075.56662 chr4 - 58800030
SRR8798075.58749 chr4 - 58800030
SRR8798075.22172 chr4 - 58800039
SRR8798075.54817 chr4 - 58800039
SRR8798075.56482 chr4 - 58800039
SRR8798075.58753 chr4 - 58800047
SRR8798075.11613 chr4 - 58966523
SRR8798075.191 chr4 - 59081209
SRR8798075.8192 chr4 - 59475295
SRR8798075.58916 chr4 - 59771678
SRR8798075.19622 chr4 - 59774230
SRR8798075.9831 chr4 - 59774242
SRR8798075.8226 chr4 - 62300345
SRR8798075.46860 chr4 - 62300349
SRR8798075.36251 chr4 - 62301206
SRR8798075.28130 chr4 - 62301212
SRR8798075.18347 chr4 - 62304191
SRR8798075.63122 chr4 - 62309018
SRR8798075.38606 chr4 - 62309026
SRR8798075.46431 chr4 - 62309028
SRR8798075.45509 chr4 - 62393811
SRR8798075.37351 chr4 - 62522649
SRR8798075.3184 chr4 - 62522652
SRR8798075.6980 chr4 - 62522652
SRR8798075.32662 chr4 - 62522652
SRR8798075.32987 chr4 - 62522652
SRR8798075.35388 chr4 - 62522652
SRR8798075.38712 chr4 - 62522652
SRR8798075.52249 chr4 - 62522652
SRR8798075.50297 chr4 - 62522661
SRR8798075.14459 chr4 - 63367163
SRR8798075.46749 chr4 - 63367187
SRR8798075.14179 chr4 - 63414902
SRR8798075.53462 chr4 - 66302536
SRR8798075.1019 chr4 - 68301992
SRR8798075.33180 chr4 - 68301992
SRR8798075.2859 chr4 - 69925179
SRR8798075.4430 chr4 - 69925179
SRR8798075.25832 chr4 - 69954028
SRR8798075.33861 chr4 - 69954028
SRR8798075.48574 chr4 - 69954028
SRR8798075.52195 chr4 - 69954028
SRR8798075.41830 chr4 - 69954042
SRR8798075.35781 chr4 - 69954077
SRR8798075.44098 chr4 - 70238179
SRR8798075.29428 chr4 - 70238188
SRR8798075.22338 chr4 - 70266475
SRR8798075.1793 chr4 - 70370917
SRR8798075.11188 chr4 - 70370917
SRR8798075.14660 chr4 - 70370917
SRR8798075.34041 chr4 - 70370917
SRR8798075.34387 chr4 - 70370917
SRR8798075.49970 chr4 - 70370917
SRR8798075.54479 chr4 - 70370917
SRR8798075.1082 chr4 - 70370920
SRR8798075.10587 chr4 - 70370920
SRR8798075.50687 chr4 - 70370920
SRR8798075.60692 chr4 - 70370920
SRR8798075.50667 chr4 - 70370921
SRR8798075.24251 chr4 - 70370925
SRR8798075.19526 chr4 - 70370933
SRR8798075.11033 chr4 - 70371352
SRR8798075.37045 chr4 - 70371392
SRR8798075.59461 chr4 - 72851437
SRR8798075.44940 chr4 - 73497368
SRR8798075.57967 chr4 - 73901904
SRR8798075.60818 chr4 - 73901904
SRR8798075.16798 chr4 - 75277354
SRR8798075.45011 chr4 - 75277360
SRR8798075.15429 chr4 - 75277979
SRR8798075.8905 chr4 - 75943278
SRR8798075.13315 chr4 - 76645471
SRR8798075.6966 chr4 - 81278501
SRR8798075.46910 chr4 - 81278502
SRR8798075.13426 chr4 - 81278505
SRR8798075.14507 chr4 - 81278505
SRR8798075.48587 chr4 - 81278505
SRR8798075.42610 chr4 - 81278510
SRR8798075.43435 chr4 - 81407069
SRR8798075.24382 chr4 - 83226688
SRR8798075.5526 chr4 - 83455680
SRR8798075.10186 chr4 - 83455680
SRR8798075.25659 chr4 - 83455680
SRR8798075.34528 chr4 - 83455680
SRR8798075.6291 chr4 - 83455684
SRR8798075.63565 chr4 - 83455684
SRR8798075.31324 chr4 - 83455685
SRR8798075.21571 chr4 - 83455688
SRR8798075.61109 chr4 - 83455689
SRR8798075.38868 chr4 - 83462421
SRR8798075.55827 chr4 - 84275129
SRR8798075.15281 chr4 - 84275337
SRR8798075.41745 chr4 - 84275354
SRR8798075.39742 chr4 - 86576903
SRR8798075.57808 chr4 - 86578855
SRR8798075.57441 chr4 - 86581288
SRR8798075.31817 chr4 - 86656705
SRR8798075.9384 chr4 - 87475743
SRR8798075.41088 chr4 - 87770149
SRR8798075.40945 chr4 - 87772651
SRR8798075.55009 chr4 - 87772651
SRR8798075.1392 chr4 - 87773241
SRR8798075.50705 chr4 - 87773241
SRR8798075.57603 chr4 - 87773241
SRR8798075.55237 chr4 - 87773245
SRR8798075.48979 chr4 - 87773250
SRR8798075.44207 chr4 - 87840682
SRR8798075.46235 chr4 - 88413959
SRR8798075.4086 chr4 - 88598968
SRR8798075.5260 chr4 - 88598968
SRR8798075.24665 chr4 - 88598968
SRR8798075.25462 chr4 - 88598968
SRR8798075.26409 chr4 - 88598968
SRR8798075.32564 chr4 - 88598968
SRR8798075.46261 chr4 - 88598968
SRR8798075.58688 chr4 - 88598968
SRR8798075.21619 chr4 - 88627313
SRR8798075.18953 chr4 - 88627314
SRR8798075.171 chr4 - 88627319
SRR8798075.2399 chr4 - 88627319
SRR8798075.7028 chr4 - 88627319
SRR8798075.7999 chr4 - 88627319
SRR8798075.8649 chr4 - 88627319
SRR8798075.12493 chr4 - 88627319
SRR8798075.13778 chr4 - 88627319
SRR8798075.15097 chr4 - 88627319
SRR8798075.16426 chr4 - 88627319
SRR8798075.19990 chr4 - 88627319
SRR8798075.20990 chr4 - 88627319
SRR8798075.23504 chr4 - 88627319
SRR8798075.24662 chr4 - 88627319
SRR8798075.27214 chr4 - 88627319
SRR8798075.29059 chr4 - 88627319
SRR8798075.32819 chr4 - 88627319
SRR8798075.38067 chr4 - 88627319
SRR8798075.39175 chr4 - 88627319
SRR8798075.39284 chr4 - 88627319
SRR8798075.41563 chr4 - 88627319
SRR8798075.48398 chr4 - 88627319
SRR8798075.56849 chr4 - 88627319
SRR8798075.57203 chr4 - 88627319
SRR8798075.57819 chr4 - 88627319
SRR8798075.60120 chr4 - 88627319
SRR8798075.61018 chr4 - 88627319
SRR8798075.62314 chr4 - 88627319
SRR8798075.63200 chr4 - 88627319
SRR8798075.63254 chr4 - 88627319
SRR8798075.63294 chr4 - 88627319
SRR8798075.875 chr4 - 88627320
SRR8798075.15259 chr4 - 88627320
SRR8798075.25843 chr4 - 88627320
SRR8798075.647 chr4 - 88627321
SRR8798075.9507 chr4 - 88627321
SRR8798075.21483 chr4 - 88627321
SRR8798075.540 chr4 - 88718294
SRR8798075.45324 chr4 - 88718294
SRR8798075.56633 chr4 - 88718294
SRR8798075.57634 chr4 - 88718294
SRR8798075.20234 chr4 - 88718326
SRR8798075.62373 chr4 - 88994827
SRR8798075.8095 chr4 - 88996014
SRR8798075.63165 chr4 - 90359291
SRR8798075.28060 chr4 - 90359293
SRR8798075.19897 chr4 - 90359297
SRR8798075.2706 chr4 - 91250766
SRR8798075.4155 chr4 - 91250766
SRR8798075.16622 chr4 - 91250766
SRR8798075.27163 chr4 - 91250766
SRR8798075.35956 chr4 - 91250766
SRR8798075.42160 chr4 - 91250766
SRR8798075.7870 chr4 - 91250770
SRR8798075.59101 chr4 - 91250770
SRR8798075.46741 chr4 - 91251669
SRR8798075.25872 chr4 - 91251677
SRR8798075.36950 chr4 - 91252723
SRR8798075.6238 chr4 - 91805320
SRR8798075.31007 chr4 - 91805320
SRR8798075.56651 chr4 - 91805320
SRR8798075.62916 chr4 - 91805320
SRR8798075.15515 chr4 - 92106531
SRR8798075.50130 chr4 - 92106550
SRR8798075.9599 chr4 - 92106717
SRR8798075.50718 chr4 - 92106717
SRR8798075.30891 chr4 - 93531790
SRR8798075.7272 chr4 - 94567148
SRR8798075.6663 chr4 - 94567504
SRR8798075.2414 chr4 - 94569167
SRR8798075.11233 chr4 - 94569168
SRR8798075.14145 chr4 - 94569168
SRR8798075.16223 chr4 - 94569168
SRR8798075.27401 chr4 - 94569168
SRR8798075.38081 chr4 - 94569168
SRR8798075.38077 chr4 - 94944252
SRR8798075.7193 chr4 - 96137911
SRR8798075.51811 chr4 - 96138136
SRR8798075.57241 chr4 - 96374955
SRR8798075.15915 chr4 - 97068991
SRR8798075.62300 chr4 - 97520794
SRR8798075.52330 chr4 - 97521146
SRR8798075.58439 chr4 - 97521146
SRR8798075.12895 chr4 - 97521150
SRR8798075.58104 chr4 - 97521150
SRR8798075.3583 chr4 - 97521151
SRR8798075.17783 chr4 - 97521151
SRR8798075.5778 chr4 - 97521152
SRR8798075.36909 chr4 - 97521152
SRR8798075.25400 chr4 - 97521158
SRR8798075.6518 chr4 - 98908074
SRR8798075.17187 chr4 - 98936855
SRR8798075.17539 chr4 - 98936855
SRR8798075.19684 chr4 - 98936855
SRR8798075.21175 chr4 - 98936855
SRR8798075.5965 chr4 - 100442306
SRR8798075.11139 chr4 - 100497904
SRR8798075.57238 chr4 - 101089129
SRR8798075.12189 chr4 - 101152365
SRR8798075.14440 chr4 - 101152369
SRR8798075.41383 chr4 - 101152369
SRR8798075.17994 chr4 - 101153029
SRR8798075.32356 chr4 - 102046369
SRR8798075.43346 chr4 - 103353396
SRR8798075.17627 chr4 - 103543183
SRR8798075.53566 chr4 - 103543183
SRR8798075.55934 chr4 - 104711699
SRR8798075.52147 chr4 - 104712152
SRR8798075.17038 chr4 - 104712157
SRR8798075.11686 chr4 - 104713196
SRR8798075.12541 chr4 - 105039718
SRR8798075.54251 chr4 - 105961573
SRR8798075.53815 chr4 - 106442338
SRR8798075.34990 chr4 - 106590916
SRR8798075.49022 chr4 - 106662256
SRR8798075.62438 chr4 - 106662258
SRR8798075.4276 chr4 - 106662264
SRR8798075.50782 chr4 - 107048407
SRR8798075.17133 chr4 - 107066449
SRR8798075.25185 chr4 - 107066449
SRR8798075.26223 chr4 - 107066457
SRR8798075.17927 chr4 - 107138818
SRR8798075.6057 chr4 - 107233514
SRR8798075.28891 chr4 - 107233514
SRR8798075.30814 chr4 - 107233514
SRR8798075.39727 chr4 - 107233514
SRR8798075.42554 chr4 - 107233514
SRR8798075.60252 chr4 - 107233514
SRR8798075.57666 chr4 - 107233518
SRR8798075.7807 chr4 - 107247292
SRR8798075.9395 chr4 - 107247292
SRR8798075.16298 chr4 - 107247292
SRR8798075.22054 chr4 - 107247292
SRR8798075.24724 chr4 - 107247292
SRR8798075.28420 chr4 - 107247292
SRR8798075.41618 chr4 - 107247292
SRR8798075.46226 chr4 - 107247292
SRR8798075.47218 chr4 - 107247292
SRR8798075.49113 chr4 - 107247292
SRR8798075.55968 chr4 - 107247292
SRR8798075.60528 chr4 - 107247292
SRR8798075.61555 chr4 - 107247292
SRR8798075.62931 chr4 - 107247292
SRR8798075.36026 chr4 - 107247296
SRR8798075.21429 chr4 - 107247297
SRR8798075.21804 chr4 - 107326827
SRR8798075.25576 chr4 - 107564693
SRR8798075.545 chr4 - 107676292
SRR8798075.2349 chr4 - 107676292
SRR8798075.30692 chr4 - 107698987
SRR8798075.19042 chr4 - 107759427
SRR8798075.39043 chr4 - 107759427
SRR8798075.52215 chr4 - 107759427
SRR8798075.24569 chr4 - 107759435
SRR8798075.8836 chr4 - 107759739
SRR8798075.24492 chr4 - 107906920
SRR8798075.35827 chr4 - 107906920
SRR8798075.54646 chr4 - 107906920
SRR8798075.5718 chr4 - 108265802
SRR8798075.11186 chr4 - 108564869
SRR8798075.2819 chr4 - 108564873
SRR8798075.806 chr4 - 109061650
SRR8798075.5450 chr4 - 109061650
SRR8798075.6110 chr4 - 109061650
SRR8798075.7784 chr4 - 109061650
SRR8798075.9591 chr4 - 109061650
SRR8798075.15029 chr4 - 109061650
SRR8798075.16907 chr4 - 109061650
SRR8798075.17819 chr4 - 109061650
SRR8798075.20315 chr4 - 109061650
SRR8798075.22542 chr4 - 109061650
SRR8798075.25406 chr4 - 109061650
SRR8798075.29473 chr4 - 109061650
SRR8798075.34881 chr4 - 109061650
SRR8798075.36870 chr4 - 109061650
SRR8798075.37317 chr4 - 109061650
SRR8798075.43947 chr4 - 109061650
SRR8798075.51712 chr4 - 109061650
SRR8798075.53589 chr4 - 109061650
SRR8798075.54967 chr4 - 109061650
SRR8798075.58511 chr4 - 109061650
SRR8798075.63134 chr4 - 109061650
SRR8798075.63182 chr4 - 109061650
SRR8798075.40620 chr4 - 109061657
SRR8798075.1238 chr4 - 109061658
SRR8798075.15412 chr4 - 109061658
SRR8798075.35591 chr4 - 109061696
SRR8798075.40324 chr4 - 109158186
SRR8798075.23352 chr4 - 109402273
SRR8798075.60812 chr4 - 109402279
SRR8798075.7370 chr4 - 109504169
SRR8798075.54868 chr4 - 109504171
SRR8798075.52780 chr4 - 110581760
SRR8798075.52074 chr4 - 112977474
SRR8798075.18696 chr4 - 114329813
SRR8798075.35585 chr4 - 114329813
SRR8798075.10037 chr4 - 114906282
SRR8798075.21733 chr4 - 114960686
SRR8798075.60118 chr4 - 114960686
SRR8798075.22645 chr4 - 116033005
SRR8798075.32195 chr4 - 116033005
SRR8798075.36542 chr4 - 116033005
SRR8798075.37448 chr4 - 116033005
SRR8798075.44124 chr4 - 116033005
SRR8798075.52257 chr4 - 116033005
SRR8798075.9275 chr4 - 116033008
SRR8798075.28857 chr4 - 116033708
SRR8798075.27052 chr4 - 116033713
SRR8798075.53036 chr4 - 116033734
SRR8798075.37409 chr4 - 116096955
SRR8798075.3642 chr4 - 116306762
SRR8798075.34622 chr4 - 116372771
SRR8798075.46939 chr4 - 116372771
SRR8798075.18076 chr4 - 116372773
SRR8798075.44455 chr4 - 116372774
SRR8798075.30643 chr4 - 116601049
SRR8798075.56483 chr4 - 116601049
SRR8798075.7739 chr4 - 116601053
SRR8798075.21188 chr4 - 116601053
SRR8798075.3590 chr4 - 116610403
SRR8798075.25197 chr4 - 116638961
SRR8798075.31480 chr4 - 116638961
SRR8798075.13754 chr4 - 116651338
SRR8798075.18294 chr4 - 116651338
SRR8798075.44406 chr4 - 116651338
SRR8798075.59359 chr4 - 116651338
SRR8798075.62759 chr4 - 116651338
SRR8798075.11733 chr4 - 116811553
SRR8798075.48668 chr4 - 116989964
SRR8798075.53854 chr4 - 116989964
SRR8798075.32093 chr4 - 116990217
SRR8798075.24514 chr4 - 117128655
SRR8798075.40554 chr4 - 117159634
SRR8798075.1170 chr4 - 117159639
SRR8798075.19441 chr4 - 117159639
SRR8798075.40188 chr4 - 117159639
SRR8798075.9541 chr4 - 117159656
SRR8798075.2746 chr4 - 117271464
SRR8798075.4829 chr4 - 117271464
SRR8798075.23281 chr4 - 117271464
SRR8798075.24648 chr4 - 117271464
SRR8798075.25399 chr4 - 117271464
SRR8798075.33565 chr4 - 117271464
SRR8798075.35134 chr4 - 117271464
SRR8798075.35562 chr4 - 117271464
SRR8798075.45686 chr4 - 117271464
SRR8798075.3108 chr4 - 117271467
SRR8798075.9008 chr4 - 117271467
SRR8798075.20671 chr4 - 117271471
SRR8798075.43348 chr4 - 117271471
SRR8798075.59480 chr4 - 117271471
SRR8798075.344 chr4 - 117271472
SRR8798075.52652 chr4 - 117675020
SRR8798075.18997 chr4 - 117675021
SRR8798075.24714 chr4 - 117675021
SRR8798075.30629 chr4 - 117675021
SRR8798075.34549 chr4 - 117675021
SRR8798075.23726 chr4 - 117675022
SRR8798075.52186 chr4 - 117675028
SRR8798075.46857 chr4 - 117681833
SRR8798075.643 chr4 - 117681838
SRR8798075.10800 chr4 - 117728108
SRR8798075.780 chr4 - 117756646
SRR8798075.6721 chr4 - 117756646
SRR8798075.10788 chr4 - 117756646
SRR8798075.44248 chr4 - 117756646
SRR8798075.46047 chr4 - 117756646
SRR8798075.48712 chr4 - 117756646
SRR8798075.50201 chr4 - 117756646
SRR8798075.59703 chr4 - 117756655
SRR8798075.41 chr4 - 117756658
SRR8798075.27967 chr4 - 117756658
SRR8798075.34950 chr4 - 117756658
SRR8798075.39282 chr4 - 117756658
SRR8798075.40561 chr4 - 117756658
SRR8798075.43583 chr4 - 117756658
SRR8798075.45042 chr4 - 117756658
SRR8798075.45275 chr4 - 117756658
SRR8798075.12629 chr4 - 117756660
SRR8798075.27274 chr4 - 117756660
SRR8798075.36460 chr4 - 117756660
SRR8798075.47709 chr4 - 117756660
SRR8798075.52408 chr4 - 117756660
SRR8798075.57086 chr4 - 117756660
SRR8798075.61237 chr4 - 117756660
SRR8798075.11754 chr4 - 117756661
SRR8798075.51730 chr4 - 117756664
SRR8798075.48450 chr4 - 117756667
SRR8798075.18757 chr4 - 117756669
SRR8798075.5174 chr4 - 117756841
SRR8798075.34376 chr4 - 117758565
SRR8798075.48714 chr4 - 117775270
SRR8798075.30640 chr4 - 117873008
SRR8798075.336 chr4 - 117873016
SRR8798075.46643 chr4 - 117873133
SRR8798075.54380 chr4 - 117873136
SRR8798075.43404 chr4 - 117884326
SRR8798075.10236 chr4 - 117888908
SRR8798075.19648 chr4 - 117932153
SRR8798075.16730 chr4 - 118137002
SRR8798075.35903 chr4 - 118137002
SRR8798075.62965 chr4 - 118137002
SRR8798075.29497 chr4 - 118208220
SRR8798075.10181 chr4 - 118208225
SRR8798075.26042 chr4 - 119169516
SRR8798075.62909 chr4 - 119225637
SRR8798075.50894 chr4 - 119277981
SRR8798075.19913 chr4 - 119277982
SRR8798075.57533 chr4 - 119323846
SRR8798075.16240 chr4 - 119465283
SRR8798075.28609 chr4 - 119465283
SRR8798075.37468 chr4 - 119465283
SRR8798075.51541 chr4 - 119465283
SRR8798075.56256 chr4 - 119465283
SRR8798075.61624 chr4 - 119465283
SRR8798075.15421 chr4 - 119519044
SRR8798075.31142 chr4 - 119519044
SRR8798075.48560 chr4 - 119519044
SRR8798075.15214 chr4 - 119519050
SRR8798075.20917 chr4 - 120539866
SRR8798075.15777 chr4 - 120539868
SRR8798075.17836 chr4 - 120539868
SRR8798075.58695 chr4 - 120539868
SRR8798075.59950 chr4 - 120539868
SRR8798075.44474 chr4 - 120539870
SRR8798075.210 chr4 - 120539871
SRR8798075.50595 chr4 - 120539894
SRR8798075.60228 chr4 - 120540149
SRR8798075.36388 chr4 - 120540153
SRR8798075.6363 chr4 - 120757435
SRR8798075.20296 chr4 - 120757438
SRR8798075.37487 chr4 - 120757438
SRR8798075.27016 chr4 - 120921198
SRR8798075.46255 chr4 - 120921198
SRR8798075.56733 chr4 - 120921206
SRR8798075.10715 chr4 - 120930137
SRR8798075.20600 chr4 - 120930137
SRR8798075.52211 chr4 - 120930137
SRR8798075.45636 chr4 - 120930167
SRR8798075.18121 chr4 - 120968320
SRR8798075.29077 chr4 - 120968322
SRR8798075.1172 chr4 - 120968326
SRR8798075.9844 chr4 - 120971890
SRR8798075.8528 chr4 - 121059237
SRR8798075.49261 chr4 - 121059237
SRR8798075.62142 chr4 - 121059237
SRR8798075.12847 chr4 - 121060849
SRR8798075.1 chr4 - 122946850
SRR8798075.21568 chr4 - 122946850
SRR8798075.28467 chr4 - 122946850
SRR8798075.33765 chr4 - 122946850
SRR8798075.37159 chr4 - 122946850
SRR8798075.44990 chr4 - 122946850
SRR8798075.51508 chr4 - 122946850
SRR8798075.51750 chr4 - 122946850
SRR8798075.58208 chr4 - 122946850
SRR8798075.20220 chr4 - 122946854
SRR8798075.33568 chr4 - 122946854
SRR8798075.38164 chr4 - 122946854
SRR8798075.32126 chr4 - 122946855
SRR8798075.4043 chr4 - 122946856
SRR8798075.6621 chr4 - 122946856
SRR8798075.14608 chr4 - 122946857
SRR8798075.55318 chr4 - 122946857
SRR8798075.59730 chr4 - 122946863
SRR8798075.52168 chr4 - 122946876
SRR8798075.6831 chr4 - 123127117
SRR8798075.33076 chr4 - 123127121
SRR8798075.50226 chr4 - 123349716
SRR8798075.31538 chr4 - 123349719
SRR8798075.35213 chr4 - 124735726
SRR8798075.57494 chr4 - 124741290
SRR8798075.9632 chr4 - 124918464
SRR8798075.34966 chr4 - 124918464
SRR8798075.36143 chr4 - 124918464
SRR8798075.20544 chr4 - 124918468
SRR8798075.29769 chr4 - 124918468
SRR8798075.29877 chr4 - 124918468
SRR8798075.40373 chr4 - 124918468
SRR8798075.43139 chr4 - 124918468
SRR8798075.48989 chr4 - 124918468
SRR8798075.53335 chr4 - 124918468
SRR8798075.57763 chr4 - 124918468
SRR8798075.59157 chr4 - 124918468
SRR8798075.22790 chr4 - 124918470
SRR8798075.44418 chr4 - 124918471
SRR8798075.45656 chr4 - 124918471
SRR8798075.10429 chr4 - 124918472
SRR8798075.37087 chr4 - 124918472
SRR8798075.21512 chr4 - 124918475
SRR8798075.21392 chr4 - 126164082
SRR8798075.34792 chr4 - 126164082
SRR8798075.36666 chr4 - 126164082
SRR8798075.63225 chr4 - 126316047
SRR8798075.879 chr4 - 126316052
SRR8798075.47811 chr4 - 126316052
SRR8798075.62714 chr4 - 126397956
SRR8798075.22678 chr4 - 126403372
SRR8798075.59077 chr4 - 126435012
